320.580,-320.868,-235.605
318.838,-310.639,-234.062
321.509,-312.091,-233.627
321.937,-316.459,-234.846
318.157,-311.790,-234.079
321.747,-314.303,-232.609
320.918,-310.465,-233.311
320.477,-313.637,-230.889
323.986,-308.137,-232.684
322.768,-302.618,-235.507
328.103,-302.609,-234.933
333.246,-302.440,-237.329
334.274,-291.059,-237.788
343.730,-289.411,-234.111
341.830,-288.992,-231.448
345.156,-284.317,-228.253
350.205,-278.366,-214.180
359.584,-278.642,-204.741
367.578,-277.924,-194.328
372.175,-270.482,-177.578
378.873,-268.514,-162.372
383.324,-257.052,-155.586
391.966,-248.266,-140.985
398.584,-237.587,-124.151
405.289,-223.569,-112.710
416.120,-205.332,-101.519
421.340,-191.693,-88.345
429.891,-174.341,-76.617
435.014,-159.236,-64.160
449.826,-137.092,-51.718
452.000,-113.724,-34.676
458.268,-93.372,-19.327
461.988,-69.643,-1.012
459.902,-46.041,13.574
469.868,-27.648,31.127
466.346,0.153,53.553
468.453,27.359,70.251
462.911,44.346,89.822
462.521,63.236,110.687
455.998,76.229,121.772
456.128,96.661,145.209
444.337,102.557,160.329
447.833,111.267,178.341
439.854,119.600,195.808
437.796,126.480,208.333
430.456,139.225,216.590
432.826,139.381,222.205
433.714,145.583,230.614
435.956,147.969,231.249
435.932,148.839,240.494
438.838,154.452,241.945
443.542,154.654,236.848
444.391,150.458,235.958
449.422,149.830,231.369
457.565,153.322,227.284
460.839,144.120,228.522
466.357,140.245,220.870
468.544,131.060,217.222
469.907,125.410,208.432
476.659,114.504,204.897
481.209,94.692,194.404
493.554,81.364,191.311
496.306,66.877,178.621
503.462,49.925,172.243
504.466,35.326,157.032
510.823,19.250,141.491
513.999,2.583,125.960
523.743,-18.486,106.919
518.296,-42.004,87.000
522.484,-60.311,69.176
522.368,-82.374,44.964
513.971,-100.553,21.877
513.494,-120.523,-5.296
508.436,-140.099,-29.762
495.537,-161.556,-55.014
492.216,-181.508,-84.358
481.697,-200.147,-104.164
473.137,-223.755,-131.246
456.184,-233.122,-152.990
439.051,-248.890,-173.319
433.014,-266.526,-185.335
412.206,-280.986,-199.755
412.016,-290.214,-206.941
396.176,-297.808,-210.050
389.354,-306.846,-207.794
385.390,-317.564,-208.237
381.269,-321.561,-208.438
376.649,-328.216,-204.716
374.364,-329.291,-203.160
372.525,-329.306,-198.956
378.254,-330.971,-200.305
373.534,-331.684,-196.131
377.141,-332.612,-192.879
377.055,-331.420,-193.474
372.642,-329.415,-189.992
378.893,-332.612,-194.074
374.237,-329.286,-189.758
375.453,-334.742,-189.813
376.453,-332.124,-195.534
379.120,-331.586,-198.222
