539.004,52.489,-39.305
543.331,44.306,-44.581
539.455,40.731,-45.325
544.349,34.556,-39.497
549.075,32.029,-50.072
545.999,20.777,-43.867
544.465,13.483,-38.236
554.589,10.091,-43.916
543.882,3.163,-47.219
541.334,0.063,-32.015
548.060,-2.127,-31.738
548.449,-10.934,-32.665
543.670,-18.906,-24.121
550.424,-28.300,-24.434
540.499,-28.473,-15.290
544.398,-37.029,-6.381
553.980,-45.215,-0.496
548.972,-41.003,16.313
553.836,-45.682,19.879
544.994,-41.550,29.451
555.187,-47.419,41.903
551.932,-47.062,50.365
549.461,-52.313,59.435
546.259,-45.629,70.955
547.692,-43.365,77.766
542.938,-38.973,85.584
541.044,-32.839,100.795
536.046,-31.949,104.473
543.361,-29.392,115.083
538.898,-26.137,123.324
543.038,-26.081,124.725
538.909,-11.145,129.602
538.655,-3.930,141.369
532.918,0.444,143.054
527.589,5.805,143.747
525.656,16.505,148.258
531.383,20.518,152.746
528.190,26.149,148.682
532.171,43.439,154.695
526.826,51.685,149.051
518.436,64.579,151.802
519.765,71.607,150.961
521.271,81.915,148.673
517.507,94.838,145.830
516.783,105.255,149.530
515.433,114.474,148.154
512.036,117.947,151.938
503.606,128.522,142.631
503.113,141.898,145.964
504.058,149.319,142.779
501.701,154.537,142.287
499.439,159.132,139.133
501.794,164.249,131.987
500.505,164.297,135.197
495.992,169.706,127.639
493.644,172.615,119.801
492.918,178.352,118.665
499.486,178.429,109.045
495.361,184.111,104.167
495.571,186.727,96.740
503.495,183.416,89.399
497.848,190.454,74.885
500.580,186.052,69.928
500.043,185.747,56.549
497.245,188.914,47.278
503.745,188.629,31.918
500.951,180.574,28.786
506.603,184.904,14.900
504.436,179.847,9.569
512.723,175.867,1.194
507.404,175.010,-1.964
511.460,173.792,-3.400
517.029,168.415,-16.215
508.316,166.599,-21.743
511.662,160.180,-28.838
518.467,150.275,-32.986
517.256,140.969,-33.311
521.288,136.487,-39.034
525.035,129.039,-42.483
525.709,121.278,-49.922
526.012,116.043,-40.967
529.563,101.031,-47.724
530.861,95.823,-51.494
537.963,89.944,-55.260
540.211,81.847,-45.742
537.640,74.333,-50.212
545.780,68.477,-54.994
543.853,59.309,-58.078
542.313,52.228,-54.511
543.521,46.998,-50.058
545.976,43.063,-53.847
547.897,39.524,-48.138
538.814,34.640,-49.328
545.111,37.494,-51.196
544.736,35.436,-47.617
549.241,38.873,-51.444
546.730,34.099,-50.596
546.492,36.096,-54.182
546.171,33.500,-51.796
550.564,41.607,-43.196
