x,y,z
458,-82,-409
458,-81,-408
459,-80,-408
459,-79,-407
459,-77,-407
459,-76,-406
459,-75,-406
460,-74,-406
460,-73,-405
460,-72,-405
460,-71,-405
460,-70,-405
460,-69,-405
460,-68,-405
460,-67,-404
460,-67,-404
460,-66,-404
460,-65,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-64,-404
460,-65,-403
461,-65,-403
461,-65,-402
462,-65,-401
462,-66,-400
463,-66,-399
463,-66,-397
464,-67,-395
466,-67,-393
467,-67,-391
469,-68,-388
470,-68,-385
472,-69,-381
474,-69,-377
475,-70,-373
478,-70,-369
480,-71,-364
482,-71,-359
484,-71,-354
487,-72,-347
490,-72,-341
491,-72,-336
494,-72,-330
496,-72,-323
498,-72,-316
501,-72,-309
503,-72,-302
505,-72,-295
507,-71,-288
509,-71,-281
511,-70,-273
513,-70,-265
515,-69,-258
517,-69,-250
518,-68,-242
519,-67,-234
521,-66,-226
522,-65,-219
523,-64,-211
523,-63,-203
524,-62,-195
525,-61,-187
525,-60,-179
526,-58,-172
526,-57,-164
526,-56,-157
526,-54,-149
526,-53,-142
525,-51,-135
525,-50,-127
524,-48,-120
523,-47,-114
523,-45,-107
522,-44,-100
521,-42,-94
519,-40,-88
518,-39,-82
517,-37,-76
516,-36,-70
514,-34,-65
513,-33,-59
511,-31,-54
509,-30,-49
507,-28,-44
506,-27,-39
503,-26,-34
502,-25,-29
499,-23,-24
497,-22,-20
495,-21,-15
493,-20,-10
491,-19,-5
488,-18,-1
485,-17,3
483,-15,8
480,-14,12
478,-13,17
475,-12,21
473,-11,25
470,-10,30
467,-9,34
464,-7,38
462,-6,42
458,-5,46
456,-4,50
452,-2,53
450,-1,57
447,0,60
444,0,64
441,2,67
438,3,70
435,4,73
432,5,76
430,6,79
426,7,82
424,8,84
421,9,87
419,10,89
416,11,92
414,12,94
411,13,96
409,13,98
406,14,100
401,15,103
399,16,104
397,16,106
395,17,107
393,17,107
392,17,108
390,18,109
388,18,109
387,18,110
386,18,110
385,19,110
384,19,109
382,19,109
382,19,109
381,18,108
381,18,107
381,18,107
381,18,106
381,17,104
381,17,103
381,16,102
381,15,101
381,15,99
382,14,98
383,13,96
383,12,94
385,11,93
386,10,91
387,9,89
387,7,86
389,6,84
391,4,82
392,3,79
394,1,77
396,0,74
398,-1,71
400,-3,68
402,-5,65
404,-7,62
407,-9,58
409,-11,55
414,-16,48
417,-18,44
420,-21,40
422,-23,36
425,-26,32
428,-28,28
431,-31,24
434,-33,20
436,-36,15
440,-39,11
442,-41,7
445,-44,2
448,-46,-1
451,-49,-6
453,-51,-11
456,-54,-15
459,-57,-20
462,-59,-25
464,-62,-30
467,-64,-35
469,-67,-40
474,-72,-50
476,-74,-55
479,-77,-60
480,-79,-66
483,-81,-71
485,-84,-77
489,-89,-89
491,-91,-94
492,-93,-100
494,-95,-106
496,-97,-112
496,-99,-118
498,-101,-124
499,-103,-131
501,-105,-137
502,-107,-143
502,-109,-149
503,-110,-155
504,-112,-162
505,-113,-168
505,-114,-174
506,-116,-180
506,-117,-186
507,-118,-193
507,-119,-199
507,-120,-205
507,-121,-211
507,-121,-217
507,-122,-223
507,-122,-229
507,-123,-235
506,-123,-241
506,-123,-247
505,-124,-253
505,-124,-258
504,-124,-264
503,-123,-269
502,-123,-275
502,-123,-280
500,-122,-291
499,-122,-297
498,-121,-302
497,-121,-307
496,-120,-312
495,-120,-316
494,-119,-321
493,-118,-326
491,-118,-330
491,-117,-335
489,-117,-339
488,-116,-344
486,-115,-348
485,-115,-352
484,-114,-356
482,-113,-360
481,-112,-364
480,-112,-368
478,-111,-372
477,-110,-375
475,-109,-379
474,-109,-382
