x,y,z
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-57,-68
576,-58,-68
576,-58,-68
576,-59,-68
576,-59,-68
576,-60,-68
576,-61,-68
576,-62,-68
576,-63,-68
575,-64,-68
575,-65,-68
575,-67,-68
575,-68,-68
575,-70,-68
575,-72,-68
574,-74,-68
574,-77,-68
574,-79,-68
574,-81,-68
573,-84,-68
573,-86,-68
573,-89,-67
573,-91,-67
573,-94,-67
573,-97,-66
572,-100,-66
572,-103,-65
572,-106,-65
571,-109,-64
571,-112,-63
571,-115,-62
570,-118,-61
570,-121,-60
570,-124,-58
569,-126,-57
569,-129,-55
569,-132,-53
568,-134,-51
568,-137,-49
568,-139,-47
567,-142,-45
567,-144,-42
567,-146,-39
567,-148,-37
567,-150,-34
567,-151,-31
567,-153,-28
567,-155,-21
566,-156,-18
566,-157,-15
566,-158,-11
566,-159,-8
566,-159,-4
566,-160,0
566,-160,3
566,-160,7
566,-160,11
566,-160,14
566,-160,18
565,-160,23
565,-160,27
565,-160,31
565,-160,35
565,-160,39
565,-159,43
564,-159,47
564,-159,52
564,-159,56
564,-158,60
563,-157,64
563,-157,68
563,-156,72
563,-155,76
562,-154,80
562,-154,83
562,-153,87
562,-151,91
562,-150,95
562,-149,98
562,-147,102
562,-145,105
562,-144,108
562,-142,111
562,-140,114
562,-138,116
562,-135,119
562,-133,121
562,-130,123
562,-127,125
562,-124,127
562,-121,128
562,-118,130
562,-115,131
563,-111,132
563,-108,133
564,-100,134
565,-96,134
565,-92,134
566,-88,134
566,-84,134
567,-79,134
567,-75,134
567,-71,134
567,-66,134
568,-62,134
568,-57,134
569,-53,134
569,-49,134
569,-44,134
570,-40,134
570,-35,134
570,-31,134
570,-26,134
570,-22,134
571,-18,134
571,-14,134
571,-9,134
571,-5,134
571,-1,134
571,2,134
571,6,133
571,10,133
571,14,133
571,18,133
571,22,132
571,25,131
571,29,131
571,33,130
571,36,128
571,40,127
571,43,126
571,46,124
571,49,123
571,52,121
571,55,119
571,57,117
572,60,115
572,62,112
572,64,110
572,66,107
573,67,104
573,69,101
573,70,98
573,71,94
573,72,91
574,73,87
574,73,83
574,73,80
575,74,76
575,73,72
576,73,68
576,73,63
577,72,59
577,72,55
578,71,50
578,70,46
578,69,37
578,68,32
578,67,28
579,66,23
579,64,19
579,63,14
579,62,10
579,61,6
580,58,-2
580,57,-6
580,55,-10
580,54,-13
580,52,-17
580,50,-20
580,49,-24
580,47,-27
580,45,-29
580,43,-32
580,41,-34
580,38,-36
580,36,-38
580,33,-40
580,31,-41
580,28,-43
580,26,-44
580,23,-45
580,20,-45
580,17,-46
580,14,-46
581,11,-46
581,8,-46
581,5,-46
581,2,-46
581,0,-46
581,-4,-46
581,-7,-46
581,-10,-46
581,-13,-46
580,-16,-46
580,-19,-46
580,-22,-46
580,-25,-46
580,-28,-46
580,-31,-46
580,-34,-46
580,-37,-46
579,-39,-46
579,-42,-46
579,-44,-46
579,-47,-46
579,-49,-46
579,-51,-46
579,-53,-46
578,-55,-46
578,-57,-46
578,-59,-46
578,-60,-46
578,-61,-46
578,-63,-46
578,-64,-46
578,-65,-46
578,-66,-46
578,-68,-46
578,-69,-46
578,-70,-46
578,-71,-46
578,-71,-46
578,-72,-46
578,-72,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
578,-73,-46
