x,y,z
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
28,-625,-193
29,-625,-193
29,-625,-193
30,-625,-193
30,-625,-193
31,-625,-193
32,-625,-193
33,-625,-193
34,-625,-193
36,-625,-193
37,-625,-193
38,-625,-193
41,-625,-193
43,-625,-193
45,-624,-193
48,-624,-193
51,-624,-193
54,-624,-193
59,-623,-193
62,-623,-193
66,-622,-193
71,-621,-193
76,-621,-193
81,-620,-193
86,-619,-193
91,-618,-193
97,-617,-193
103,-615,-193
108,-614,-193
114,-613,-193
120,-611,-193
127,-609,-193
134,-607,-193
141,-605,-193
147,-603,-193
154,-600,-193
161,-598,-193
168,-595,-193
175,-592,-193
183,-589,-193
190,-585,-193
198,-582,-193
205,-578,-193
212,-574,-193
220,-570,-193
228,-566,-193
235,-561,-193
243,-557,-193
250,-552,-193
258,-547,-193
266,-541,-192
273,-536,-192
281,-530,-192
288,-525,-192
295,-519,-192
303,-512,-192
310,-506,-192
317,-500,-192
324,-493,-192
331,-486,-192
338,-479,-192
344,-472,-192
351,-465,-192
358,-457,-192
365,-450,-192
371,-442,-192
376,-435,-192
382,-427,-192
388,-419,-192
394,-411,-192
400,-403,-192
405,-394,-192
411,-386,-192
416,-377,-192
421,-369,-192
426,-360,-192
431,-351,-192
436,-342,-192
440,-333,-192
445,-324,-192
449,-315,-192
458,-296,-192
461,-286,-192
465,-276,-192
469,-266,-192
472,-256,-192
475,-246,-192
479,-236,-192
481,-226,-192
484,-216,-192
486,-206,-192
489,-195,-192
491,-185,-192
493,-174,-192
496,-164,-192
497,-153,-192
499,-143,-191
500,-132,-191
502,-121,-191
502,-111,-191
503,-100,-191
504,-89,-191
504,-79,-191
505,-68,-191
505,-57,-191
505,-47,-191
504,-36,-191
504,-26,-191
503,-15,-191
502,-5,-191
502,4,-191
500,14,-191
499,24,-191
497,34,-191
496,44,-191
494,54,-191
491,64,-190
490,73,-190
485,93,-190
482,102,-190
480,111,-190
476,120,-190
473,129,-190
470,137,-190
467,146,-190
463,154,-190
459,163,-190
456,171,-190
452,179,-190
448,186,-190
444,194,-190
440,201,-189
436,209,-189
431,216,-189
427,222,-189
422,229,-189
418,235,-189
414,242,-189
409,248,-189
404,253,-189
399,259,-189
394,264,-189
390,270,-189
385,275,-189
380,279,-189
376,284,-189
371,288,-188
365,292,-188
361,296,-188
356,300,-188
351,303,-188
347,307,-188
342,310,-188
338,313,-188
332,316,-188
328,318,-188
323,321,-188
314,325,-188
310,327,-187
305,329,-187
301,330,-187
297,331,-187
293,333,-187
289,334,-187
285,335,-187
281,335,-187
277,336,-187
273,337,-187
269,337,-187
266,338,-187
262,338,-187
258,338,-187
255,338,-186
251,338,-186
248,338,-186
245,338,-186
241,338,-186
238,338,-186
235,338,-186
232,337,-186
229,337,-186
226,336,-186
223,336,-186
221,335,-186
218,335,-186
215,334,-186
212,334,-186
211,333,-186
207,332,-185
204,331,-185
202,330,-185
201,329,-185
200,328,-185
198,327,-185
196,327,-185
196,326,-185
195,325,-185
194,324,-185
194,323,-185
193,322,-185
193,321,-185
193,320,-185
193,319,-184
193,318,-184
194,317,-184
195,316,-184
196,315,-184
197,314,-184
198,313,-184
200,312,-184
201,311,-184
203,310,-183
205,309,-183
207,307,-183
210,305,-183
213,304,-183
216,302,-182
219,301,-182
222,299,-182
226,297,-182
228,295,-181
233,294,-181
237,292,-181
241,289,-181
245,287,-180
250,285,-180
254,282,-180
258,279,-180
263,277,-179
267,274,-179
272,271,-179
278,267,-179
283,264,-178
288,260,-178
293,257,-178
298,253,-178
303,249,-178
309,245,-178
314,240,-178
319,236,-178
325,231,-178
330,226,-178
336,221,-178
341,215,-178
347,210,-177
352,204,-177
358,198,-177
363,192,-177
369,186,-177
374,179,-177
379,172,-177
385,165,-177
395,150,-176
400,143,-176
405,135,-176
409,127,-176
414,119,-176
419,111,-176
424,103,-176
428,94,-176
431,86,-175
436,77,-175
440,68,-175
443,59,-175
447,50,-175
450,41,-175
453,31,-175
457,22,-175
459,12,-174
462,3,-174
464,-6,-174
467,-15,-174
469,-25,-174
470,-34,-174
473,-44,-174
474,-53,-174
475,-63,-173
476,-73,-173
478,-82,-173
479,-92,-173
479,-101,-173
480,-111,-173
480,-120,-173
480,-129,-173
480,-138,-173
480,-147,-173
480,-157,-172
480,-166,-172
479,-175,-172
478,-184,-172
477,-193,-172
476,-202,-172
474,-211,-172
474,-219,-172
472,-228,-172
470,-237,-172
469,-246,-172
467,-255,-172
464,-263,-171
462,-272,-171
460,-281,-171
458,-290,-171
455,-298,-171
452,-307,-171
449,-316,-171
446,-324,-171
442,-333,-171
439,-341,-171
436,-350,-171
431,-359,-171
427,-367,-171
423,-376,-171
419,-384,-171
414,-393,-171
409,-401,-170
405,-409,-170
400,-417,-170
395,-425,-170
389,-433,-170
384,-441,-170
379,-448,-170
373,-456,-170
367,-463,-170
361,-471,-170
355,-478,-170
349,-485,-170
343,-492,-170
336,-499,-170
330,-505,-170
323,-512,-170
316,-518,-170
310,-524,-170
303,-530,-170
295,-536,-170
289,-542,-170
281,-547,-170
274,-552,-170
267,-557,-170
260,-562,-170
252,-567,-170
245,-572,-170
237,-576,-170
229,-580,-170
213,-589,-170
206,-592,-170
198,-596,-170
190,-599,-170
183,-602,-170
175,-605,-170
168,-608,-170
160,-611,-170
153,-613,-170
147,-615,-170
141,-617,-170
136,-618,-170
131,-620,-170
126,-621,-170
122,-622,-170
119,-623,-170
115,-624,-170
111,-624,-170
108,-625,-170
105,-626,-170
102,-626,-170
99,-627,-170
97,-628,-170
93,-628,-170
91,-629,-170
88,-629,-170
86,-629,-170
84,-630,-170
81,-630,-170
80,-630,-170
78,-631,-170
77,-631,-170
76,-631,-170
75,-631,-170
74,-631,-170
73,-631,-170
72,-631,-170
71,-631,-170
71,-631,-170
70,-631,-170
70,-631,-170
70,-631,-170
71,-630,-170
71,-630,-170
72,-630,-170
72,-630,-170
73,-629,-170
74,-629,-170
75,-629,-170
