x,y,z
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-214
518,-158,-213
518,-158,-213
518,-158,-213
518,-158,-213
518,-158,-212
518,-158,-212
518,-157,-212
518,-157,-211
518,-156,-211
519,-155,-210
519,-155,-210
519,-154,-209
519,-153,-209
520,-152,-208
520,-150,-208
521,-148,-207
521,-146,-206
522,-144,-205
522,-141,-204
523,-139,-203
523,-136,-202
523,-133,-200
524,-130,-199
524,-126,-197
525,-123,-196
525,-119,-194
526,-114,-193
527,-110,-191
527,-105,-189
528,-101,-187
528,-96,-185
529,-91,-182
529,-86,-179
529,-81,-177
529,-76,-174
529,-71,-171
530,-65,-168
530,-60,-164
530,-54,-161
530,-48,-157
530,-43,-153
529,-37,-150
529,-31,-146
529,-25,-142
529,-19,-139
528,-13,-135
527,-7,-131
526,-1,-128
525,4,-124
523,10,-120
523,16,-116
521,22,-113
520,28,-109
518,34,-105
517,40,-101
515,46,-98
513,52,-94
511,57,-90
509,63,-86
507,68,-82
505,74,-79
502,79,-75
500,84,-71
497,89,-68
495,94,-64
492,99,-61
490,104,-57
487,109,-54
484,114,-50
481,118,-47
479,123,-44
475,127,-41
473,131,-37
469,135,-34
466,139,-31
463,143,-29
460,146,-26
458,150,-23
454,153,-20
451,156,-18
448,159,-15
445,162,-13
442,165,-11
439,167,-8
436,170,-6
434,172,-4
431,174,-2
428,176,0
425,178,1
423,179,2
420,181,4
418,182,6
416,183,7
412,185,11
409,185,12
408,186,14
406,186,15
404,186,16
403,186,18
401,186,19
400,186,20
398,186,22
398,185,23
396,185,24
395,184,26
394,183,27
393,183,28
392,182,29
392,181,30
392,180,31
392,178,32
392,177,33
392,176,33
392,174,34
392,173,35
392,171,35
392,170,36
393,168,36
394,166,36
395,164,36
396,162,36
398,160,36
398,158,35
400,155,35
403,150,34
404,147,33
406,145,32
409,142,31
410,139,30
412,136,29
416,129,27
419,126,25
421,123,24
423,119,22
425,115,21
428,111,19
431,108,17
433,104,15
436,100,13
438,95,11
441,91,8
443,87,5
446,82,2
448,78,0
451,73,-3
456,64,-10
458,59,-13
460,55,-17
463,50,-20
465,45,-24
468,41,-28
469,36,-32
472,31,-36
474,26,-40
475,22,-44
478,17,-48
480,12,-53
481,7,-57
483,3,-61
485,-1,-65
486,-5,-69
488,-10,-73
490,-15,-77
491,-19,-81
492,-24,-85
494,-28,-89
495,-33,-93
496,-38,-97
497,-42,-100
499,-46,-104
500,-51,-108
501,-55,-112
502,-59,-116
502,-64,-120
503,-68,-124
504,-72,-128
505,-75,-132
505,-79,-136
506,-83,-140
506,-86,-144
507,-90,-148
507,-93,-152
507,-96,-156
507,-99,-160
508,-102,-163
508,-104,-167
508,-107,-171
508,-109,-175
509,-111,-179
509,-113,-182
509,-114,-186
509,-116,-189
509,-118,-193
509,-119,-196
509,-120,-199
509,-122,-202
509,-123,-205
510,-124,-208
510,-125,-210
510,-126,-212
510,-127,-214
510,-128,-216
510,-129,-218
511,-130,-219
511,-131,-221
511,-132,-222
511,-133,-223
511,-134,-224
512,-135,-225
512,-135,-226
512,-136,-226
