x,y,z
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-437
445,-76,-436
446,-76,-436
446,-76,-436
446,-76,-436
446,-76,-436
446,-76,-435
447,-76,-435
447,-76,-434
447,-76,-434
447,-76,-433
449,-77,-431
450,-77,-430
450,-77,-429
451,-77,-428
452,-78,-426
453,-78,-425
454,-78,-423
455,-79,-421
457,-79,-420
458,-79,-418
459,-80,-416
461,-80,-413
462,-81,-411
463,-81,-409
465,-82,-406
467,-82,-404
468,-83,-401
469,-83,-399
471,-84,-396
473,-84,-393
474,-85,-390
476,-85,-387
478,-86,-384
480,-86,-381
482,-87,-377
484,-87,-374
485,-88,-371
490,-89,-363
491,-90,-360
493,-90,-356
496,-91,-352
497,-92,-348
499,-92,-344
502,-93,-340
503,-93,-336
505,-94,-332
507,-95,-327
509,-95,-323
511,-96,-318
515,-97,-309
517,-98,-304
519,-98,-299
521,-99,-294
523,-99,-289
525,-100,-284
527,-101,-279
529,-101,-274
531,-102,-268
533,-102,-263
534,-103,-258
536,-104,-252
538,-104,-246
540,-105,-240
542,-105,-234
544,-106,-228
545,-106,-222
547,-107,-216
549,-107,-210
551,-108,-204
552,-108,-198
554,-109,-191
556,-109,-183
556,-110,-177
558,-110,-171
562,-111,-157
562,-112,-151
563,-112,-144
565,-112,-138
566,-113,-131
567,-113,-124
568,-113,-117
570,-114,-103
571,-114,-95
572,-114,-88
573,-115,-81
573,-115,-74
573,-115,-66
574,-115,-58
575,-115,-51
575,-116,-44
576,-116,-36
576,-116,-29
576,-116,-13
577,-116,-5
577,-116,1
577,-116,9
576,-116,17
576,-116,24
576,-116,35
575,-116,43
575,-115,51
574,-115,58
573,-115,65
573,-115,73
573,-115,81
571,-114,97
570,-114,105
568,-113,113
567,-113,121
566,-113,129
565,-112,137
563,-112,145
562,-111,153
561,-111,161
559,-110,169
557,-110,176
556,-109,184
554,-109,191
550,-108,205
548,-107,213
546,-107,220
544,-106,227
542,-105,234
540,-105,241
538,-104,247
535,-103,254
534,-103,261
531,-102,268
529,-101,274
526,-100,281
523,-100,287
521,-99,294
518,-98,301
516,-97,307
513,-96,313
511,-96,320
507,-95,326
505,-94,332
502,-93,338
499,-92,344
493,-90,356
490,-89,362
487,-88,368
484,-87,374
480,-86,380
477,-85,386
474,-84,391
471,-83,397
468,-82,402
464,-81,408
461,-80,413
454,-78,423
451,-77,428
447,-76,433
444,-75,438
441,-74,443
437,-73,448
434,-72,452
431,-71,457
427,-70,461
420,-68,470
417,-67,475
413,-66,479
409,-65,483
406,-63,488
402,-62,493
398,-61,496
395,-60,500
391,-59,504
387,-58,509
383,-57,513
380,-55,516
376,-54,520
372,-53,524
368,-52,528
364,-51,532
360,-49,536
356,-48,540
352,-47,543
348,-46,547
343,-45,550
336,-42,558
332,-41,561
327,-39,564
323,-38,567
320,-37,570
316,-36,574
311,-34,577
307,-33,580
304,-32,582
299,-31,585
295,-30,588
291,-28,591
288,-27,594
283,-26,596
279,-25,599
275,-23,601
272,-22,604
267,-21,606
263,-20,609
259,-18,611
256,-17,613
251,-16,615
247,-15,617
244,-14,620
239,-12,622
236,-11,624
232,-10,625
228,-9,627
224,-8,629
221,-7,631
218,-6,632
214,-5,634
211,-4,635
207,-3,637
201,-1,640
199,0,640
197,0,641
196,0,641
197,0,641
198,0,641
199,0,640
201,0,640
201,-1,639
202,-1,639
203,-1,639
205,-2,638
206,-2,638
207,-2,637
207,-3,637
208,-3,636
209,-3,636
211,-3,636
212,-4,635
212,-4,635
213,-4,634
215,-5,634
216,-5,633
217,-5,633
218,-6,632
219,-6,632
220,-6,631
221,-7,631
222,-7,630
223,-7,630
224,-8,629
227,-8,628
228,-9,628
228,-9,627
229,-9,627
231,-10,626
232,-10,626
233,-10,625
234,-11,624
235,-11,624
236,-11,623
238,-12,623
239,-12,622
239,-13,621
241,-13,621
243,-13,620
244,-14,619
245,-14,619
247,-15,618
248,-15,617
250,-16,616
251,-16,615
253,-17,614
255,-17,613
256,-18,612
259,-18,611
261,-19,610
263,-20,609
265,-20,608
267,-21,606
269,-22,605
274,-23,602
277,-24,600
279,-25,599
283,-26,597
285,-26,595
288,-27,593
291,-28,591
294,-29,589
297,-30,587
300,-31,585
304,-32,582
307,-33,580
310,-34,577
314,-35,575
317,-36,572
321,-38,569
325,-39,566
332,-41,560
336,-42,557
340,-43,554
344,-45,550
348,-46,547
352,-47,543
356,-48,539
360,-50,536
365,-51,532
369,-52,528
373,-53,523
377,-55,519
381,-56,515
387,-58,510
391,-59,505
395,-60,500
399,-62,495
404,-63,490
409,-64,485
413,-66,479
417,-67,474
422,-68,468
426,-70,462
431,-71,457
435,-73,451
440,-74,445
444,-75,438
448,-77,432
452,-78,426
457,-79,419
461,-81,413
465,-82,406
469,-83,399
474,-84,392
478,-86,385
481,-87,378
485,-88,371
490,-89,363
493,-90,356
497,-92,348
501,-93,341
504,-94,333
508,-95,325
512,-96,317
518,-98,301
522,-99,293
525,-100,285
528,-101,276
531,-102,268
534,-103,260
536,-104,251
540,-105,243
542,-105,234
545,-106,226
547,-107,217
549,-108,209
551,-108,200
554,-109,191
556,-110,183
557,-110,174
560,-111,165
562,-111,157
563,-112,148
564,-112,139
566,-113,131
567,-113,122
568,-114,113
570,-114,104
571,-114,95
572,-115,87
573,-115,78
573,-115,69
574,-115,61
575,-115,52
575,-116,43
576,-116,34
576,-116,26
576,-116,17
577,-116,9
577,-116,0
577,-116,-7
