x,y,z
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
58,-620,-198
59,-620,-198
59,-620,-198
59,-620,-198
59,-619,-198
60,-619,-198
60,-619,-198
61,-619,-198
63,-619,-198
64,-619,-198
65,-619,-198
66,-619,-198
68,-619,-198
70,-618,-198
72,-618,-198
74,-618,-198
76,-617,-198
77,-617,-198
79,-617,-198
81,-617,-198
83,-616,-198
85,-616,-198
87,-616,-198
90,-615,-198
92,-615,-198
94,-614,-198
97,-614,-198
99,-613,-198
102,-613,-198
104,-612,-198
107,-612,-198
109,-611,-198
112,-611,-198
114,-610,-198
118,-609,-198
120,-609,-198
123,-608,-198
126,-607,-198
129,-606,-198
132,-606,-198
135,-605,-198
138,-604,-198
141,-603,-198
144,-602,-198
147,-601,-198
150,-600,-198
153,-599,-198
157,-598,-198
160,-597,-198
163,-596,-198
166,-595,-198
169,-593,-198
173,-592,-198
176,-591,-198
179,-590,-198
182,-588,-198
185,-587,-198
189,-586,-198
192,-584,-198
196,-583,-198
199,-581,-198
202,-580,-197
205,-578,-197
208,-577,-197
212,-575,-197
215,-574,-197
218,-572,-197
222,-570,-197
225,-568,-197
229,-566,-197
233,-565,-197
236,-563,-197
239,-561,-197
243,-559,-197
246,-557,-197
250,-555,-197
253,-553,-197
257,-550,-197
261,-548,-197
264,-546,-197
267,-544,-197
271,-541,-197
274,-539,-197
278,-537,-197
282,-534,-197
285,-532,-197
289,-529,-197
292,-526,-197
295,-524,-197
299,-521,-197
302,-519,-197
305,-516,-197
309,-513,-197
312,-510,-197
316,-507,-197
319,-505,-197
322,-502,-197
326,-499,-197
329,-496,-197
332,-493,-197
339,-486,-197
343,-483,-197
346,-480,-197
349,-477,-197
353,-474,-197
355,-471,-197
359,-467,-197
362,-464,-197
365,-461,-197
368,-457,-197
371,-454,-197
374,-451,-197
377,-447,-197
380,-444,-197
383,-440,-197
386,-437,-197
389,-433,-197
392,-430,-197
395,-426,-197
398,-423,-197
400,-419,-197
403,-415,-197
406,-412,-197
409,-408,-197
412,-404,-197
414,-400,-197
417,-397,-197
420,-393,-197
422,-389,-197
425,-385,-197
427,-381,-197
430,-377,-197
432,-373,-197
435,-369,-197
437,-366,-197
440,-362,-197
442,-358,-197
444,-354,-197
447,-350,-197
449,-346,-197
452,-342,-197
453,-338,-197
456,-334,-197
458,-330,-197
460,-326,-197
462,-321,-197
464,-317,-197
466,-313,-197
469,-309,-197
470,-305,-197
472,-301,-197
474,-296,-197
476,-292,-197
478,-288,-197
480,-284,-197
482,-279,-197
484,-275,-197
485,-271,-197
487,-266,-197
489,-262,-197
491,-258,-197
492,-253,-197
496,-244,-197
497,-239,-197
499,-235,-197
501,-230,-197
502,-226,-197
503,-221,-197
505,-217,-197
507,-212,-197
507,-208,-197
509,-203,-197
510,-199,-197
512,-194,-197
513,-189,-197
514,-185,-197
515,-180,-197
517,-176,-197
518,-171,-197
518,-167,-197
519,-162,-197
521,-157,-197
522,-153,-197
523,-149,-197
523,-144,-197
524,-140,-197
525,-135,-197
526,-131,-197
527,-127,-197
528,-122,-197
529,-118,-197
529,-114,-197
529,-110,-197
530,-105,-197
531,-101,-197
531,-97,-197
532,-93,-197
533,-89,-197
533,-85,-197
534,-81,-197
534,-77,-197
534,-73,-197
534,-69,-197
535,-65,-197
535,-61,-197
535,-57,-197
536,-53,-197
536,-49,-197
536,-45,-197
537,-41,-197
537,-37,-197
537,-34,-197
537,-30,-197
537,-26,-197
538,-22,-197
538,-18,-197
538,-15,-197
538,-11,-197
538,-7,-197
538,-4,-197
538,0,-197
538,3,-197
538,6,-197
538,14,-197
538,17,-197
538,20,-197
538,24,-197
537,27,-197
537,30,-197
537,35,-197
537,38,-197
537,40,-197
537,43,-197
536,46,-197
536,49,-197
536,52,-197
536,55,-196
535,58,-196
535,61,-196
535,63,-196
535,65,-195
534,68,-195
534,70,-194
534,72,-194
534,74,-194
534,76,-193
534,78,-193
534,80,-192
534,82,-191
533,84,-191
533,86,-190
533,88,-190
533,90,-189
532,92,-189
532,94,-188
532,96,-187
531,97,-187
531,99,-186
531,101,-185
530,103,-185
530,105,-184
530,107,-183
529,109,-183
529,110,-182
529,112,-181
529,114,-181
529,116,-180
528,118,-179
528,120,-179
528,122,-178
527,124,-178
527,127,-178
526,129,-177
526,131,-177
525,134,-177
525,136,-177
524,138,-176
523,141,-176
523,143,-176
523,146,-176
523,148,-176
522,151,-176
522,153,-176
521,155,-176
520,158,-176
520,160,-177
519,162,-177
519,163,-177
518,165,-177
518,165,-177
518,166,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,167,-177
518,168,-177
518,168,-177
518,169,-177
518,169,-177
518,170,-177
518,170,-177
517,171,-177
517,172,-177
517,173,-177
516,174,-177
516,175,-177
516,176,-177
515,177,-177
514,179,-177
513,182,-177
513,184,-177
513,186,-177
512,188,-177
511,190,-177
510,193,-177
509,195,-177
508,197,-177
507,200,-177
507,202,-177
505,205,-178
504,208,-178
503,211,-178
502,213,-178
501,216,-178
499,219,-178
498,222,-178
496,225,-178
496,228,-178
494,231,-178
492,234,-178
491,238,-178
489,241,-178
487,244,-178
485,247,-178
484,250,-178
482,253,-178
480,256,-178
479,260,-178
476,263,-179
474,266,-179
473,269,-179
470,272,-179
469,275,-179
466,278,-179
464,281,-179
462,284,-179
459,288,-179
458,291,-179
455,294,-180
452,297,-180
450,300,-180
447,303,-180
444,307,-180
442,310,-180
439,313,-180
436,316,-180
433,319,-180
431,322,-181
427,325,-181
425,328,-181
421,331,-181
419,334,-181
415,337,-181
412,339,-181
409,342,-182
406,345,-182
403,347,-182
399,350,-182
396,352,-182
392,355,-182
389,357,-183
386,360,-183
382,362,-183
380,364,-183
376,366,-183
373,369,-183
369,371,-184
365,373,-184
362,375,-184
359,377,-184
355,378,-184
352,380,-185
349,382,-185
345,383,-185
342,385,-185
338,386,-185
335,388,-185
332,389,-186
329,390,-186
326,391,-186
323,392,-186
320,393,-186
316,394,-186
314,395,-187
310,395,-187
308,396,-187
305,397,-187
302,397,-187
299,398,-187
296,398,-188
294,399,-188
288,399,-188
285,399,-188
283,400,-189
280,400,-189
278,400,-189
275,400,-189
272,400,-189
270,400,-189
267,400,-190
265,400,-190
262,400,-190
260,400,-190
257,399,-190
256,399,-190
253,399,-191
250,398,-191
249,398,-191
246,398,-191
245,397,-191
242,397,-191
240,396,-191
239,396,-192
236,395,-192
234,395,-192
233,394,-192
231,394,-192
229,393,-192
228,392,-192
227,392,-193
225,391,-193
223,390,-193
223,390,-193
221,389,-193
220,388,-193
218,388,-193
218,387,-193
217,386,-194
216,386,-194
215,385,-194
214,384,-194
214,384,-194
213,383,-194
213,382,-194
212,382,-194
212,381,-194
212,380,-194
212,380,-194
212,379,-194
212,379,-194
212,378,-194
212,378,-194
212,377,-194
213,377,-194
213,376,-194
214,376,-194
214,375,-194
215,375,-194
216,375,-194
216,374,-194
217,374,-194
218,374,-194
218,373,-194
218,373,-194
219,373,-194
219,373,-194
220,373,-194
220,373,-194
220,373,-194
221,373,-194
221,373,-194
221,373,-194
222,374,-194
222,374,-194
223,374,-194
223,374,-194
223,374,-194
224,374,-194
225,374,-194
226,374,-194
226,374,-194
227,374,-194
228,374,-194
228,374,-194
229,374,-194
230,374,-194
231,374,-194
233,374,-194
234,374,-193
234,374,-193
235,374,-193
237,374,-193
239,374,-193
239,374,-193
241,373,-193
243,373,-193
245,373,-193
246,372,-193
248,372,-193
252,371,-193
254,371,-192
256,371,-192
258,370,-192
261,370,-192
262,369,-192
265,368,-192
267,368,-192
270,367,-192
272,367,-192
274,366,-191
277,365,-191
279,364,-191
282,363,-191
284,363,-191
287,362,-191
289,361,-191
292,360,-191
294,359,-191
297,358,-190
299,357,-190
303,356,-190
305,355,-190
308,354,-190
310,353,-190
313,352,-190
316,351,-189
318,350,-189
321,349,-189
324,347,-189
327,346,-189
329,345,-189
332,344,-189
334,343,-188
337,341,-188
339,340,-188
342,339,-188
344,337,-188
348,336,-188
350,335,-188
353,333,-188
355,332,-187
358,330,-187
360,329,-187
363,328,-187
365,326,-187
368,325,-187
371,323,-187
373,321,-186
376,320,-186
379,318,-186
381,316,-186
384,314,-186
387,313,-186
389,311,-186
392,309,-185
394,307,-185
397,305,-185
399,303,-185
402,301,-185
404,299,-185
407,297,-185
409,295,-184
411,293,-184
414,291,-184
416,288,-184
419,286,-184
421,284,-184
424,282,-184
426,279,-183
428,277,-183
431,275,-183
433,272,-183
436,270,-183
437,267,-183
440,265,-183
442,263,-183
444,260,-182
447,258,-182
448,255,-182
451,252,-182
452,250,-182
455,247,-182
457,245,-182
458,242,-182
461,239,-181
463,237,-181
464,234,-181
467,231,-181
469,229,-181
470,226,-181
472,223,-181
474,220,-181
476,218,-181
478,215,-181
480,212,-180
481,209,-180
483,206,-180
485,203,-180
486,200,-180
488,197,-180
490,195,-180
491,192,-180
492,189,-180
494,186,-180
496,183,-180
497,180,-179
498,177,-179
500,174,-179
501,171,-179
502,168,-179
504,165,-179
505,162,-179
507,159,-179
507,156,-179
508,154,-179
510,151,-179
511,148,-179
512,145,-179
513,140,-178
515,137,-178
516,135,-178
517,132,-178
518,130,-178
518,127,-178
518,125,-178
519,123,-178
520,120,-178
521,118,-178
522,116,-178
522,114,-178
523,112,-178
523,110,-178
523,108,-178
524,106,-178
525,104,-178
526,100,-178
526,98,-178
527,97,-178
527,95,-178
528,93,-178
528,91,-178
529,89,-178
529,87,-178
529,85,-178
529,83,-178
530,80,-178
530,78,-178
531,75,-178
531,73,-177
532,70,-177
532,67,-177
533,64,-177
533,61,-177
534,57,-177
534,54,-177
534,50,-177
534,47,-177
534,43,-177
535,39,-177
535,35,-177
536,31,-177
536,27,-177
536,23,-177
536,19,-177
537,14,-177
537,10,-177
537,6,-177
537,1,-177
537,-2,-177
537,-7,-177
537,-11,-177
537,-16,-177
537,-20,-177
537,-25,-177
537,-29,-177
537,-34,-177
537,-39,-177
536,-44,-177
536,-48,-177
535,-58,-177
535,-63,-177
535,-68,-177
534,-73,-177
534,-78,-177
534,-83,-177
533,-88,-177
533,-93,-177
532,-98,-177
531,-103,-177
530,-108,-177
529,-113,-177
529,-118,-177
528,-123,-177
527,-128,-177
526,-133,-177
525,-138,-177
524,-143,-177
523,-148,-177
523,-154,-177
521,-159,-177
520,-164,-177
519,-169,-177
518,-174,-177
517,-179,-177
515,-184,-177
513,-189,-177
513,-194,-177
511,-199,-177
509,-204,-177
508,-209,-177
507,-214,-177
506,-218,-177
504,-222,-177
502,-226,-177
502,-230,-177
500,-234,-177
499,-238,-177
497,-242,-177
496,-245,-177
495,-249,-177
494,-252,-177
492,-256,-177
490,-263,-177
488,-267,-177
486,-271,-177
485,-275,-177
483,-278,-177
481,-282,-177
480,-286,-177
478,-290,-177
476,-293,-177
474,-297,-177
473,-301,-177
471,-305,-177
469,-309,-177
467,-313,-177
465,-317,-177
463,-321,-177
462,-325,-177
459,-329,-177
458,-332,-177
455,-337,-177
453,-341,-177
451,-344,-177
448,-348,-177
447,-352,-177
444,-356,-177
442,-360,-177
440,-364,-177
437,-368,-177
435,-372,-177
432,-375,-177
430,-379,-177
427,-383,-177
425,-387,-177
422,-391,-177
420,-395,-177
417,-398,-177
414,-402,-177
411,-406,-177
409,-410,-177
406,-413,-177
403,-417,-177
400,-421,-177
398,-425,-177
394,-428,-177
392,-432,-177
388,-436,-177
386,-439,-177
382,-443,-177
379,-447,-177
376,-450,-177
373,-454,-177
370,-457,-177
366,-461,-177
364,-464,-177
360,-467,-177
357,-471,-177
354,-474,-177
350,-477,-177
348,-480,-177
344,-483,-177
341,-486,-177
338,-489,-177
334,-492,-177
332,-495,-177
328,-498,-177
325,-501,-177
321,-504,-177
318,-507,-177
315,-509,-177
312,-512,-177
309,-515,-177
305,-517,-177
302,-520,-177
299,-523,-177
292,-528,-177
289,-530,-177
285,-532,-177
282,-535,-177
278,-537,-177
275,-540,-177
272,-542,-177
268,-544,-177
265,-546,-177
261,-548,-177
258,-551,-177
255,-553,-177
251,-555,-177
248,-557,-177
245,-559,-177
241,-561,-177
238,-563,-177
234,-565,-177
231,-566,-177
228,-568,-177
224,-570,-177
222,-572,-177
218,-573,-177
215,-575,-177
212,-576,-177
208,-578,-177
206,-579,-177
202,-581,-177
199,-582,-177
196,-584,-177
193,-585,-177
190,-586,-177
187,-588,-177
184,-589,-177
181,-590,-177
178,-591,-177
175,-592,-177
173,-593,-177
169,-594,-177
167,-595,-177
164,-596,-177
162,-597,-177
158,-598,-177
156,-599,-177
153,-600,-177
151,-601,-177
148,-602,-177
146,-603,-177
143,-603,-177
141,-604,-177
138,-605,-177
136,-606,-177
134,-606,-177
131,-607,-177
129,-607,-177
127,-608,-177
125,-609,-177
122,-609,-177
120,-610,-177
118,-610,-177
116,-611,-177
114,-611,-177
110,-612,-177
108,-613,-177
106,-613,-177
104,-613,-177
103,-614,-177
101,-614,-177
99,-614,-177
97,-615,-177
96,-615,-177
94,-615,-177
93,-616,-177
92,-616,-177
90,-616,-177
89,-616,-177
87,-617,-177
86,-617,-177
86,-617,-177
84,-617,-177
83,-617,-177
82,-617,-177
81,-618,-177
80,-618,-177
79,-618,-177
78,-618,-177
77,-618,-177
76,-618,-177
76,-618,-177
75,-619,-177
75,-619,-177
74,-619,-177
73,-619,-177
72,-619,-177
72,-619,-177
71,-619,-177
71,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
