x,y,z
455,-96,-409
455,-96,-409
455,-96,-409
455,-96,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
455,-95,-409
456,-95,-408
456,-95,-408
456,-95,-407
457,-96,-407
457,-96,-406
458,-96,-404
458,-97,-403
459,-97,-401
460,-98,-399
462,-98,-397
463,-99,-394
464,-99,-391
466,-100,-389
467,-101,-385
469,-102,-382
471,-103,-378
473,-104,-374
474,-105,-370
476,-106,-365
479,-107,-360
480,-108,-355
483,-109,-350
485,-110,-344
487,-111,-338
490,-112,-332
491,-113,-326
494,-115,-320
496,-116,-314
498,-117,-307
500,-118,-300
502,-119,-293
503,-119,-286
505,-120,-279
507,-121,-272
510,-122,-258
512,-122,-250
513,-122,-243
514,-123,-235
515,-123,-228
516,-123,-220
517,-123,-213
518,-123,-205
518,-122,-197
518,-122,-190
518,-121,-183
519,-121,-175
519,-120,-168
519,-119,-161
518,-118,-154
518,-117,-147
518,-116,-140
518,-115,-133
517,-114,-127
516,-113,-120
514,-111,-114
513,-110,-107
512,-108,-101
511,-107,-95
509,-105,-89
507,-103,-83
506,-101,-77
504,-99,-71
502,-97,-65
500,-95,-59
498,-93,-53
496,-91,-45
493,-89,-39
491,-87,-34
488,-84,-28
485,-82,-22
483,-80,-16
480,-78,-11
478,-75,-6
474,-73,0
472,-71,4
469,-69,9
466,-66,14
463,-64,19
459,-62,24
456,-60,28
453,-57,33
450,-55,37
447,-53,41
443,-51,46
440,-49,50
436,-47,54
433,-45,58
430,-44,61
426,-42,65
423,-40,68
420,-38,72
416,-37,75
413,-35,78
409,-34,81
406,-33,84
403,-31,87
399,-30,90
397,-28,93
393,-27,95
390,-25,97
387,-24,100
384,-23,102
381,-21,104
379,-20,105
376,-18,107
373,-17,109
371,-16,110
369,-15,112
366,-13,113
364,-12,114
362,-11,116
360,-10,117
358,-9,118
356,-8,118
354,-8,119
354,-7,120
352,-6,121
351,-6,121
350,-5,121
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
349,-5,122
350,-5,121
351,-6,121
352,-6,121
353,-7,120
354,-7,119
356,-8,119
358,-9,118
360,-10,117
361,-11,116
363,-12,115
365,-13,114
368,-14,112
371,-16,111
373,-17,109
376,-18,107
381,-21,103
385,-23,101
388,-25,99
392,-26,96
395,-28,94
398,-30,91
403,-32,88
406,-33,85
409,-35,81
414,-37,78
417,-39,74
421,-41,71
425,-43,67
429,-45,63
433,-47,58
441,-51,49
445,-53,44
448,-55,39
452,-56,34
456,-58,29
459,-60,24
463,-62,18
466,-64,13
469,-65,7
473,-67,1
476,-69,-4
479,-70,-10
482,-72,-16
485,-73,-22
488,-75,-28
491,-76,-34
493,-77,-41
496,-78,-47
498,-80,-54
501,-81,-60
502,-82,-67
505,-83,-74
507,-84,-81
508,-85,-87
510,-86,-94
512,-86,-101
513,-87,-107
514,-88,-114
516,-88,-121
517,-89,-128
518,-90,-135
519,-91,-150
520,-91,-156
521,-91,-163
521,-91,-170
522,-91,-177
522,-91,-184
522,-91,-191
522,-91,-198
522,-91,-204
521,-91,-217
521,-91,-224
520,-91,-231
520,-90,-237
519,-90,-244
518,-90,-250
518,-89,-257
517,-89,-263
515,-88,-269
514,-88,-275
513,-87,-281
512,-86,-287
511,-86,-292
509,-85,-298
507,-84,-303
507,-84,-309
505,-83,-314
503,-82,-319
502,-81,-324
499,-80,-333
497,-79,-338
496,-78,-342
494,-77,-346
492,-77,-350
491,-76,-354
490,-75,-357
488,-74,-361
486,-74,-364
485,-73,-367
484,-73,-369
483,-72,-372
481,-71,-375
480,-71,-377
480,-70,-379
478,-70,-381
477,-69,-383
476,-69,-384
476,-68,-385
475,-68,-387
474,-68,-388
474,-68,-389
474,-67,-390
473,-67,-390
