x,y,z
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-165
70,497,-165
70,497,-165
70,498,-164
70,498,-164
69,498,-163
68,498,-163
67,499,-162
66,499,-161
65,500,-160
64,500,-159
62,501,-158
60,501,-157
59,502,-156
56,502,-154
54,503,-153
51,504,-152
48,504,-150
46,505,-148
43,506,-147
39,506,-145
36,507,-143
32,507,-141
29,508,-139
26,509,-136
22,509,-134
19,510,-131
15,511,-129
12,511,-126
9,512,-123
5,512,-119
2,513,-116
0,514,-112
-4,514,-108
-6,515,-104
-8,515,-100
-10,516,-96
-11,517,-92
-11,517,-87
-12,518,-82
-13,519,-77
-13,519,-72
-13,520,-67
-13,520,-62
-13,521,-57
-13,521,-52
-13,522,-40
-13,523,-35
-14,523,-30
-14,523,-24
-14,523,-19
-15,523,-13
-15,523,-7
-15,523,-2
-15,523,3
-15,523,9
-16,523,15
-16,523,20
-16,522,26
-16,522,32
-16,522,38
-15,521,44
-15,521,50
-15,520,56
-14,519,62
-13,519,68
-13,518,75
-12,517,81
-11,516,87
-11,516,93
-9,515,99
-8,514,105
-7,513,111
-5,512,117
-4,510,123
-3,509,129
-1,508,135
0,507,141
2,506,147
4,504,152
6,503,158
8,502,164
10,500,170
12,499,175
15,497,181
17,496,186
21,494,192
23,492,197
26,491,202
30,489,207
33,487,212
37,485,217
41,484,222
44,482,227
48,480,232
53,478,236
57,477,240
61,475,245
66,473,249
71,471,252
76,470,256
81,468,259
86,466,263
92,464,266
97,463,269
103,461,271
108,459,274
114,458,276
120,456,278
127,454,280
140,451,284
146,449,285
152,447,287
158,445,288
164,443,290
171,441,291
178,439,292
184,437,293
190,435,294
196,433,295
202,431,296
208,428,296
215,426,297
221,424,298
227,422,298
233,420,298
239,417,298
245,415,299
250,413,299
256,411,298
261,409,298
267,407,298
272,406,297
278,404,296
283,402,296
289,401,295
294,400,294
298,399,293
302,398,291
306,398,290
310,397,288
315,397,287
319,397,285
322,397,283
326,397,281
330,397,280
333,397,277
337,397,275
341,398,273
344,398,271
348,398,269
351,398,266
355,398,264
359,398,261
362,399,258
365,399,256
369,399,253
372,399,250
376,400,247
379,400,244
385,401,238
388,401,234
391,401,231
394,402,228
397,402,225
400,402,221
403,402,218
405,403,215
408,403,211
410,403,208
413,404,204
415,404,201
418,405,197
420,405,194
422,405,190
425,406,187
427,406,183
429,406,180
431,407,176
433,407,173
435,408,169
436,408,166
438,408,162
440,409,158
442,409,155
443,410,151
444,410,148
446,411,144
447,412,140
448,412,136
451,414,129
452,415,125
452,416,121
453,417,117
454,418,114
454,419,110
455,420,106
456,421,102
457,422,99
457,423,95
458,424,92
458,425,88
458,425,85
458,426,81
458,427,78
459,428,75
459,429,71
459,430,68
459,431,65
459,432,62
459,433,58
459,434,55
459,435,52
459,435,49
459,436,45
459,437,42
458,438,39
458,439,36
458,440,33
458,441,29
458,443,23
457,444,20
456,445,17
456,446,14
455,447,11
454,448,8
454,449,5
453,450,2
452,451,0
451,453,-3
450,454,-6
448,456,-8
447,457,-11
446,459,-14
445,460,-17
443,462,-19
442,464,-21
440,466,-23
438,468,-24
436,470,-25
435,472,-26
433,474,-27
431,476,-28
430,478,-29
427,480,-31
425,482,-32
424,484,-35
422,486,-37
420,488,-40
418,490,-44
415,492,-48
413,494,-52
410,496,-57
408,498,-62
405,500,-67
402,502,-73
399,504,-79
396,506,-84
392,509,-91
389,511,-97
385,513,-103
381,516,-109
377,518,-115
