204.218,-650.574,-163.675
207.135,-650.457,-164.082
208.313,-653.533,-164.071
209.289,-648.668,-165.220
203.495,-651.824,-172.702
210.554,-654.624,-171.639
206.456,-648.821,-163.881
212.574,-650.557,-167.013
216.926,-648.130,-168.146
226.302,-646.608,-171.012
232.245,-644.930,-173.016
238.662,-638.992,-168.724
250.402,-636.311,-169.101
270.596,-626.901,-165.428
284.703,-622.845,-167.034
304.543,-605.962,-166.130
321.699,-596.619,-174.117
345.550,-582.211,-168.562
363.663,-568.230,-168.816
390.662,-546.053,-167.035
405.689,-524.428,-167.541
427.697,-503.867,-172.236
453.872,-469.657,-164.395
477.245,-445.389,-172.016
497.813,-412.009,-171.450
521.577,-373.944,-165.251
537.867,-337.206,-174.511
551.453,-300.538,-168.537
559.935,-266.016,-170.479
570.341,-226.081,-168.922
578.493,-185.970,-166.822
587.700,-147.624,-170.722
594.558,-111.679,-170.472
597.862,-72.315,-171.176
595.916,-37.188,-168.252
598.256,-4.472,-169.547
592.423,33.789,-166.950
592.615,61.042,-170.495
589.104,92.393,-166.827
580.426,120.629,-167.570
577.904,142.963,-172.485
573.865,163.793,-167.576
569.936,181.350,-166.511
564.986,193.419,-173.160
558.795,216.583,-169.038
553.012,222.909,-168.960
553.174,230.848,-171.709
554.384,234.047,-164.067
557.787,237.935,-168.162
554.883,233.207,-173.965
557.450,230.996,-168.441
564.240,214.915,-171.506
569.781,201.353,-169.582
572.272,186.042,-166.160
578.618,179.000,-168.053
575.729,168.195,-165.884
579.024,160.416,-171.388
581.697,146.192,-172.926
581.201,138.059,-171.090
593.618,122.023,-171.385
592.600,98.284,-166.560
596.600,66.318,-163.336
599.687,46.357,-172.436
605.473,10.487,-170.571
601.864,-15.967,-168.708
607.379,-49.804,-168.856
601.481,-78.322,-165.744
599.203,-107.205,-172.104
595.041,-143.946,-173.873
586.310,-178.364,-172.802
581.191,-210.023,-173.590
577.023,-235.905,-169.246
567.437,-266.348,-168.440
554.096,-291.695,-169.605
553.565,-314.543,-170.390
537.306,-341.249,-167.295
525.864,-360.641,-166.287
513.938,-385.717,-173.292
508.884,-398.228,-167.310
491.533,-424.046,-168.601
479.607,-444.226,-169.183
473.141,-453.572,-171.481
457.621,-472.231,-171.841
444.291,-494.345,-174.252
430.684,-497.379,-168.728
416.880,-518.884,-166.886
403.038,-525.966,-170.183
395.372,-543.272,-170.371
379.626,-554.447,-171.696
368.142,-566.819,-167.540
343.170,-578.351,-171.018
333.125,-589.667,-171.053
317.991,-599.562,-173.681
304.994,-612.164,-169.767
291.787,-611.180,-164.311
280.538,-620.785,-169.625
267.231,-621.644,-168.106
268.597,-626.662,-167.035
258.904,-634.060,-171.218
260.784,-632.617,-166.643
