5.875,639.059,-194.121
5.699,636.698,-187.046
4.231,640.448,-188.951
-4.210,627.671,-188.338
-0.044,642.183,-180.872
-4.030,641.559,-178.928
-6.158,647.053,-173.955
-21.359,637.743,-169.787
-34.451,629.644,-172.016
-43.147,629.945,-163.699
-58.343,617.138,-152.477
-70.369,615.637,-136.775
-85.137,610.169,-121.992
-102.992,603.797,-102.751
-117.180,590.212,-98.004
-125.091,586.016,-83.939
-132.285,572.829,-64.902
-137.563,573.677,-53.921
-147.949,561.964,-36.274
-147.909,556.154,-21.337
-151.210,552.598,-4.854
-156.130,553.884,14.747
-157.428,544.797,34.860
-156.825,544.866,58.930
-150.121,538.752,81.375
-150.341,539.487,102.086
-147.882,530.704,137.672
-143.875,539.596,157.470
-139.661,539.636,186.856
-128.941,532.663,206.875
-119.803,524.925,240.509
-107.881,522.275,265.555
-89.258,517.458,287.136
-68.670,530.190,304.701
-59.910,529.847,314.057
-29.859,529.380,324.478
-12.985,536.942,337.760
8.303,538.652,346.584
38.962,534.222,362.806
54.744,536.516,369.378
78.400,535.661,371.777
91.770,532.645,375.073
116.538,534.671,379.233
136.213,529.449,380.209
149.318,530.665,383.326
176.901,533.740,376.666
186.126,522.671,377.944
205.898,531.348,376.143
221.401,522.835,361.860
229.658,529.869,353.679
244.437,533.552,339.802
262.442,538.372,323.582
274.237,546.490,312.448
290.440,547.792,295.586
312.183,544.931,273.350
314.035,547.815,249.235
330.713,557.118,225.129
339.405,558.204,197.898
345.342,565.618,172.792
349.062,576.739,143.094
352.305,574.834,110.055
342.586,585.445,85.953
347.476,590.311,41.516
340.114,593.189,16.824
329.311,601.673,-29.976
325.124,598.487,-55.574
311.438,602.974,-84.664
294.643,604.376,-115.568
282.853,604.600,-133.927
263.101,608.038,-156.730
246.997,615.809,-173.704
219.159,611.943,-184.036
208.816,609.632,-199.695
175.766,598.127,-205.287
166.235,601.742,-224.724
146.446,595.901,-230.989
124.852,590.162,-237.876
101.881,589.344,-243.051
86.020,578.321,-248.094
69.114,567.276,-245.458
49.168,562.222,-239.364
37.897,555.284,-241.306
35.101,549.190,-239.827
16.664,545.203,-236.736
13.987,536.333,-226.669
15.938,535.416,-230.211
9.245,535.098,-226.779
3.177,524.053,-228.321
-3.310,517.458,-221.714
-4.263,523.417,-219.770
-5.005,526.667,-213.456
-7.093,518.852,-215.728
-3.169,519.193,-218.538
0.373,520.168,-214.563
-8.774,516.881,-217.368
-2.697,523.114,-214.979
-6.367,520.859,-219.390
-8.077,520.993,-211.046
-7.273,519.504,-215.659
-5.726,520.394,-211.962
