473.865,64.984,-352.810
475.466,64.901,-352.500
470.943,65.448,-352.439
473.551,64.724,-351.041
474.230,64.462,-351.784
471.077,65.455,-347.933
473.618,67.551,-348.336
472.041,62.845,-351.160
472.378,66.562,-354.743
470.549,65.763,-355.483
471.591,64.933,-352.285
470.169,61.184,-345.629
477.547,65.550,-336.374
484.469,67.954,-326.908
488.418,66.072,-313.369
497.432,67.247,-291.825
506.939,62.931,-270.817
518.337,58.536,-237.940
527.727,64.815,-209.557
537.990,59.064,-174.590
540.186,61.330,-140.229
552.186,59.138,-106.751
555.139,58.293,-68.365
553.705,55.064,-28.419
554.416,62.872,6.886
554.125,60.400,41.049
555.830,59.082,80.004
543.700,60.100,130.398
540.135,58.785,171.813
533.446,59.196,203.527
524.342,59.843,238.038
507.535,58.414,272.675
499.904,59.501,302.777
487.302,66.485,335.791
474.198,62.750,359.263
455.877,64.459,387.199
438.834,71.146,414.115
427.576,72.185,431.874
420.637,69.834,449.938
408.989,70.676,470.466
392.742,72.144,481.179
387.250,71.181,495.979
380.512,74.594,508.934
369.686,79.330,515.118
369.061,71.988,523.682
360.065,78.234,529.668
354.460,71.097,536.753
351.387,81.302,542.915
356.909,77.791,548.215
353.595,77.401,544.256
351.683,76.359,545.139
365.259,78.243,541.282
368.648,75.343,540.151
376.956,70.614,533.265
383.980,73.997,523.173
397.553,71.534,518.181
411.938,71.927,505.271
421.986,71.260,492.657
436.534,70.368,479.050
450.659,71.982,462.504
466.316,77.967,441.551
478.742,70.469,419.747
498.955,66.455,392.901
519.343,69.224,363.925
529.730,65.331,332.686
542.930,65.281,302.271
562.258,65.257,269.502
567.373,62.291,234.744
578.204,61.078,196.989
592.220,56.895,158.775
594.180,57.555,120.190
598.688,54.418,78.869
605.726,60.336,45.711
603.711,56.636,7.697
605.033,56.132,-30.015
598.933,59.699,-61.989
596.125,60.212,-97.392
589.623,60.224,-128.394
585.368,60.743,-158.085
578.086,60.673,-185.694
568.792,61.955,-215.315
563.109,65.135,-248.276
551.152,64.050,-270.281
540.757,61.552,-294.933
524.142,64.293,-317.542
521.959,67.214,-331.767
513.383,67.808,-346.975
505.250,69.389,-362.966
492.864,69.745,-373.908
486.606,65.405,-381.798
479.772,68.781,-389.185
470.387,71.158,-391.441
467.816,71.272,-394.374
470.906,69.394,-393.621
464.356,73.918,-394.977
470.215,72.730,-382.973
475.124,71.792,-380.702
468.836,72.691,-376.135
469.929,71.444,-372.408
471.450,70.777,-368.812
