385.887,-30.921,-301.340
387.135,-27.665,-304.684
386.377,-28.526,-304.305
387.895,-28.514,-303.476
386.778,-31.429,-304.702
387.965,-32.298,-306.572
390.970,-31.272,-310.743
388.703,-30.116,-307.310
386.763,-30.950,-305.492
385.108,-32.304,-310.379
387.873,-27.862,-309.071
387.899,-30.504,-308.262
390.744,-31.611,-309.388
390.920,-29.273,-301.250
390.870,-30.188,-300.631
394.655,-32.831,-293.133
397.244,-31.823,-287.746
399.844,-35.774,-277.972
406.002,-38.566,-268.194
409.483,-39.671,-258.204
411.138,-44.175,-243.859
416.889,-40.230,-232.018
423.952,-42.697,-212.230
427.704,-47.426,-194.102
427.816,-46.610,-174.754
432.071,-48.024,-154.656
433.420,-46.497,-135.159
432.166,-48.648,-120.868
432.613,-52.066,-103.046
432.267,-47.465,-87.272
431.430,-46.721,-68.460
427.314,-46.997,-51.284
421.935,-42.621,-35.687
416.602,-43.898,-25.837
413.453,-36.930,-13.095
407.035,-38.331,-1.635
401.001,-33.708,8.314
394.549,-30.131,18.002
387.762,-30.428,28.397
382.840,-28.865,38.577
374.890,-23.075,41.973
367.702,-23.811,50.082
359.206,-20.215,59.830
354.333,-18.151,62.272
344.104,-13.654,74.131
340.624,-12.305,76.513
337.064,-8.556,83.324
327.022,-4.944,88.533
319.986,-2.086,93.263
316.533,-1.721,90.457
312.178,0.800,92.826
310.738,0.749,94.295
309.214,2.565,95.454
306.490,3.580,94.406
306.623,4.343,89.545
309.131,2.032,89.235
312.524,0.523,84.244
316.126,-1.269,77.526
314.530,-0.786,71.822
324.917,-3.151,66.982
328.957,-4.261,60.228
336.739,-6.739,51.113
340.826,-14.191,40.638
343.963,-12.785,29.207
353.407,-16.367,22.000
362.484,-21.044,5.834
365.534,-21.794,-3.538
375.494,-27.219,-16.716
384.874,-27.724,-28.924
382.962,-29.537,-43.555
391.411,-31.980,-56.803
396.701,-33.142,-71.016
402.806,-38.444,-85.879
404.736,-39.144,-92.986
410.677,-39.186,-110.378
411.565,-39.447,-125.994
411.786,-42.884,-138.903
419.152,-43.184,-152.198
417.112,-46.596,-166.607
414.684,-47.009,-182.482
413.527,-47.595,-201.493
417.731,-49.588,-209.268
415.046,-51.039,-222.672
411.207,-54.452,-235.674
407.151,-50.428,-250.656
406.072,-53.190,-261.020
400.920,-58.024,-270.859
398.265,-52.677,-282.554
396.314,-49.394,-293.177
393.209,-52.639,-299.910
389.986,-51.804,-308.408
384.739,-52.123,-317.623
381.131,-50.434,-323.326
377.182,-49.487,-331.775
372.884,-47.987,-336.849
371.632,-47.573,-344.320
362.976,-45.689,-347.038
364.347,-40.652,-355.188
362.147,-43.994,-359.977
359.293,-40.476,-363.695
